rake_id,date,daily_km,cumulative_km,brake_temp_avg,brake_temp_peak,hvac_faults,door_faults,motor_temp,vibration_rms,air_pressure,aux_battery_voltage,traction_current_avg
201,2024-08-01,204,98156,75.17961962760648,91.17961962760648,1,1,66.65337090878684,1.7946176563086742,8.056314887415748,71.97171328963218,166.9561180373595
201,2024-08-02,179,98335,75.40840719777128,91.40840719777128,0,0,66.55113777415055,1.7605595249432031,7.7709741664782115,71.09448503435691,134.34129320180963
201,2024-08-03,179,98514,80.88048228334777,109.88048228334777,1,0,61.62583375034336,2.1926400939585933,7.969751607337944,71.82255171244378,177.17214447907415
201,2024-08-04,162,98676,78.21206987828629,108.21206987828629,1,0,60.31126014366677,2.1286029153793127,7.982269089857994,70.04954889726515,132.7962711452728
201,2024-08-05,154,98830,68.46845824715082,94.46845824715082,1,0,60.91124254571719,2.226755535352481,7.860949317052609,68.98863535250479,129.5301303754101
201,2024-08-06,187,99017,77.50134456882849,94.50134456882849,1,0,67.5052476823079,1.9347014494736388,7.79459482613799,70.96598115938757,158.31295492709953
201,2024-08-07,153,99170,70.98634429651904,95.98634429651904,1,0,66.01615188041825,2.060292588195443,7.9185429304631585,70.87169242431848,169.1124380718316
201,2024-08-08,140,99310,75.15376133676293,105.15376133676293,1,0,62.51449617811326,2.265103506090399,7.780729039511923,72.21611059766538,127.25131257310713
201,2024-08-09,146,99456,74.78121892709387,100.78121892709387,0,1,66.27510505585558,2.293229416184947,7.625282058100505,70.71329568214516,154.46311792570629
201,2024-08-10,158,99614,74.70652308594657,97.70652308594657,0,0,60.95453178127084,1.4678843029307675,7.911086731120435,71.8831278563996,142.13438111968009
201,2024-08-11,178,99792,71.9668633437843,87.9668633437843,1,0,63.955709824178,2.22130939674738,7.8771083582224835,70.57130481906697,165.64067084703316
201,2024-08-12,204,99996,81.92866759383288,96.92866759383288,0,0,63.5932304184126,1.955532079979734,7.759463451713596,73.51412139370419,184.33494431229315
201,2024-08-13,180,100176,71.03334604128183,86.03334604128183,0,1,65.65806179779408,1.9127635875311177,8.05989638386368,71.22851596723685,143.97491440478723
201,2024-08-14,209,100385,75.28277785294792,104.28277785294792,0,0,63.25043733868621,2.370810855143658,7.798663698715055,70.22833282499428,145.34486280619856
201,2024-08-15,157,100542,72.44562712154615,101.44562712154615,1,1,64.50026133848607,2.354666912933023,7.809707712771519,72.27471369552677,161.55033764257323
201,2024-08-16,167,100709,80.32468223345869,97.32468223345869,0,1,69.32658933585324,2.2226872092033494,7.839757670064915,70.0536225118813,161.5273329859318
201,2024-08-17,154,100863,67.27373603692439,83.27373603692439,2,0,62.142407696928835,1.8171012650921008,7.694061572523175,70.93507142403567,151.88453089087568
201,2024-08-18,155,101018,67.1121924851695,83.1121924851695,0,0,69.94255082069947,1.910235703929891,7.894310455871263,74.2226683093161,126.45522563627254
201,2024-08-19,179,101197,82.23392933397025,107.23392933397025,0,1,72.3510932884011,2.174625136936532,7.72892844235423,70.67460675739997,167.28470018815102
201,2024-08-20,144,101341,77.60294647898209,102.60294647898209,0,0,71.43741814601177,2.184222174898242,7.9103837946211195,72.92577670047332,127.81127265779563
201,2024-08-21,182,101523,76.99440021284884,92.99440021284884,1,0,59.52318956231335,1.7623126541954144,7.872793904320561,72.48636196988947,161.78654050745132
201,2024-08-22,161,101684,63.121785533431826,86.12178553343182,1,0,63.684917806750214,2.1953665919381042,7.90426973052649,71.93729048550975,142.39519308165544
201,2024-08-23,140,101824,80.28766295666502,99.28766295666502,0,0,65.66775759463614,2.4319474024599415,7.63162537813436,70.48515324445499,145.14126121178916
201,2024-08-24,173,101997,74.27297268119493,104.27297268119493,0,0,61.54595596561417,1.4324514056426558,7.504329383426359,71.88494945875898,181.94737927514834
201,2024-08-25,157,102154,77.03287002118742,101.03287002118742,0,0,59.349568083725686,1.9237098553072256,7.734359167937672,73.84690147951049,176.10532378884727
201,2024-08-26,161,102315,77.06502400124984,105.06502400124984,1,0,62.47423413843731,2.2863863391607597,7.96975296508128,70.78957781783163,130.27377359855672
201,2024-08-27,148,102463,76.32269430877095,98.32269430877095,2,0,64.90036299142758,2.779765350435079,7.974996557689241,68.70673969831924,168.94751378961737
201,2024-08-28,163,102626,71.90934796305903,95.90934796305903,1,0,61.62748592793749,2.2900740368918755,7.515189564645396,71.54367499927733,163.01531120752736
201,2024-08-29,141,102767,85.16509113898746,102.16509113898746,0,0,65.962126604398,1.8927872292388137,7.642551685347322,70.95897010234712,169.61981673973835
201,2024-08-30,188,102955,78.47425649749918,107.47425649749918,0,0,63.25892469445322,2.8209327436055656,7.926731718571866,71.88950383044829,139.0099504438849
201,2024-08-31,152,103107,63.3716942183486,86.37169421834861,2,0,62.366279904573375,1.9617240572847274,8.0700761995744,70.64639174129083,136.43191044545284
201,2024-09-01,160,103267,71.05053131759864,99.05053131759864,0,0,64.19585473248486,2.0118873835167648,7.738410698695234,72.64140258615605,144.00536531390532
201,2024-09-02,181,103448,71.78932516092705,87.78932516092705,1,0,64.97257576279712,1.9714131416107565,7.662193610421136,71.70241712883461,148.24154341191633
201,2024-09-03,168,103616,72.19478387040672,91.19478387040672,1,0,65.39602743995508,1.8917395527911522,7.819613477476598,68.8294180605458,160.82648012353494
201,2024-09-04,193,103809,77.98401954163818,100.98401954163818,1,0,71.33135646397085,2.253466811277288,8.2144072653991,72.84994681261647,142.97258827705613
201,2024-09-05,141,103950,74.78302553492703,97.78302553492703,0,0,65.50044973648424,2.3625879822422506,7.527918028261151,70.51313078719598,154.93977201634178
201,2024-09-06,191,104141,80.28483871094146,101.28483871094146,0,0,70.51734140890005,2.317841757066969,7.70867685498691,72.15033565814298,129.57980164432692
201,2024-09-07,201,104342,75.25868424636295,105.25868424636295,1,1,66.10301443415169,2.107305042001265,7.726600398507993,71.00271389811691,167.2975642618942
201,2024-09-08,161,104503,76.00650244976138,93.00650244976138,1,0,73.31139185988592,2.3798277335868905,7.965073457208645,73.48272762498563,158.444542486615
201,2024-09-09,210,104713,70.39338932221317,85.39338932221317,0,0,73.0875572383785,2.3047406917951543,7.69226446664404,71.36160124465161,168.12297936617512
201,2024-09-10,197,104910,73.22671595802368,95.22671595802368,0,0,66.14697535291474,2.3070765002842966,7.7580023296421,70.9486833764385,170.68666659530123
201,2024-09-11,204,105114,82.69620580399874,105.69620580399874,0,0,68.10502841858202,1.7504250790631652,7.980264869265997,73.20821443481493,140.66343396199701
201,2024-09-12,209,105323,77.92145414575845,105.92145414575845,0,1,61.21299302668152,2.6123497465454726,7.796605558494878,74.21988262058694,142.4365442217439
201,2024-09-13,150,105473,66.35232600590814,83.35232600590814,0,0,60.71298512543109,2.3513927345498926,7.920046179616593,73.94203508638172,148.53438791732538
201,2024-09-14,209,105682,84.44039088819319,101.44039088819319,1,0,69.11893421648534,2.0813010661846474,8.06687780277763,71.95821154795217,158.8246749914485
201,2024-09-15,143,105825,73.99961213513622,97.99961213513622,0,0,60.44510498022053,2.469347294077695,7.801631716840214,72.48225197999297,160.7927127588516
201,2024-09-16,178,106003,78.47043325720097,97.47043325720097,0,1,60.807384823490054,1.7465033836224708,7.661118597261312,72.4976535295436,186.53408910365346
201,2024-09-17,162,106165,68.79342177665777,95.79342177665777,0,1,68.90102883720492,2.4320597443434786,7.829686338524941,70.68935593721547,137.940731496371
201,2024-09-18,164,106329,66.71448961162618,85.71448961162618,0,0,68.45806420583179,2.6208479519485106,7.688307513216994,73.08368099456307,167.24280625220882
201,2024-09-19,210,106539,73.43648419981649,98.43648419981649,1,0,71.71195233751112,2.4958295540004993,7.519399631252597,72.81277001896007,141.50313629213255
201,2024-09-20,180,106719,74.08213815147296,91.08213815147296,1,0,63.84597566960954,2.477379877039783,7.766611281551277,73.00774048910073,144.47146149454605
201,2024-09-21,178,106897,79.694223742608,101.694223742608,0,0,70.82036474546477,1.729797350672367,7.6773447466455735,69.6810716381956,169.21343592340864
201,2024-09-22,157,107054,82.92969694615981,107.92969694615981,0,0,60.60842046222717,2.207306525780493,7.627310932660768,71.10315195651471,165.30526864141999
201,2024-09-23,203,107257,69.7347074641799,86.7347074641799,0,0,64.15601684697967,1.6017387619362053,7.7207922726014475,74.41195925193342,139.38151231976713
201,2024-09-24,192,107449,72.16292211122344,99.16292211122344,0,0,64.32974179965605,2.5744751661708265,7.604486115304446,73.20772547447905,151.54308865070058
